1533328561.275036	{"mems_cooling.X": [[0,0]], "mems_cooling.Y": [[0,0]]}
1533582758.973723	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.050731	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.134739	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.316757	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.397766	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.481774	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.694795	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582759.823808	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.107837	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.223848	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.322858	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.420868	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.568883	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.712897	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.787905	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.913917	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582760.993925	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.072933	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.147941	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.228949	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.342960	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.439970	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.538980	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.680994	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.768003	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.840010	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582761.972023	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.108037	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.226048	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.319058	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.399065	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.475073	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.561082	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.852111	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582762.970123	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.062132	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.189145	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.287154	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.418168	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.518178	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.739200	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582763.874213	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.101236	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.402266	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.495275	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.632289	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.716297	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.786304	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582764.887314	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.062332	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.159342	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.381364	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.512377	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.587384	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.666392	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.784404	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582765.970423	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.161442	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.253451	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.336460	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.428468	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.536479	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.688495	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.895515	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582766.989525	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.147541	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.244550	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.345560	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.433569	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.518578	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.624588	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.734599	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.835609	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.916617	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582767.993625	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.074633	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.147640	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.229649	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.365662	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.526679	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.676693	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582768.821708	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582769.012727	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582769.453771	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582769.709797	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582769.838809	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582769.952821	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582770.067832	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582770.203846	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582804.040229	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582807.341560	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582811.568982	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582829.007726	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582829.422767	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582829.550780	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582829.670792	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582829.794805	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582829.920817	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582830.101835	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582830.345860	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582830.450870	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582830.569882	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582830.854911	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582830.971922	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582831.125938	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582831.214947	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582831.339959	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582831.463972	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582831.706996	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582831.794004	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582832.043030	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582832.180043	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582832.314056	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582832.454071	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582832.657091	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582832.965122	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582833.147140	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582833.284154	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582833.442169	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582833.569182	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582833.711196	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582833.854211	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582834.027228	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582834.179243	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582834.310256	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582834.674293	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582834.875313	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582835.000325	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582835.138339	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582835.342359	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582835.544379	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582835.703395	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582835.945420	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582836.293454	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582836.921517	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582837.048530	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582837.162541	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582837.329558	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582837.518577	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582837.667592	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582837.832608	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582838.053630	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582838.258651	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582838.404666	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582838.587684	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582838.698695	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582838.869712	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582839.093735	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582839.329758	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582839.505776	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582839.618787	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582839.764802	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582839.885813	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.042829	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.139839	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.249850	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.454870	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.563881	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.652890	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582840.805906	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582841.360961	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582841.618987	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582841.789004	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582841.956021	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582842.132038	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582842.388064	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582842.535078	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582842.637089	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582842.766102	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582842.894114	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582843.089134	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582843.256150	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582843.415166	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582843.559181	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582843.757201	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582844.137239	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582844.356261	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582844.486274	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582844.576283	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582844.681293	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582844.819307	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582845.601385	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582845.842409	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582845.947420	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582846.183443	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582846.432468	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582846.565481	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582846.768502	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582847.024527	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582847.165541	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582847.294554	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582847.741599	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582847.893614	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582848.018627	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582848.102635	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582848.199645	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582848.381663	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582848.882713	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582849.005725	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582849.169742	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582849.497775	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582849.714796	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582849.927818	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582850.057831	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582850.205846	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582850.331858	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582850.843909	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582851.170942	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582851.328958	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582851.505975	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582851.688994	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582851.839009	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582851.933018	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.142039	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.306055	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.422067	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.530078	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.666091	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.770102	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582852.925117	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582853.086133	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582853.379163	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582853.650190	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582853.901215	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.020227	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.191244	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.315256	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.432268	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.534278	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.646289	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.807306	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.882313	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582854.966321	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582855.178343	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582855.322357	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582855.764401	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582855.979423	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582856.177443	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582856.320457	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582856.407465	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582856.561481	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582856.693494	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582856.834508	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582857.008526	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533582857.622587	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	optimize
1533584062.962114	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584065.604378	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584068.746692	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584080.989916	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.075925	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.377955	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.556973	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.644982	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.730990	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.808998	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.888006	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584081.982015	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.069024	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.161033	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.233041	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.366054	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.451062	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.521069	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.611079	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.712089	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.789096	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.865104	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
1533584082.944112	{"mems_cooling.X": [[0, 0]], "mems_cooling.Y": [[0, 0]]}	actuate
